"","method","k_mean","k_freq","ptime","k_orig","e_mean","e_freq","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"32","ap_kluster",7,7,7.59300000000803,7,0,0,490000,200,0.2,"WyMRT",100,1
"33","BIC_kluster",7,7,183.092999999943,7,0,0,490000,300,0.2,"WyMRT",100,1
"34","pam_kluster",7,7,66.8289999999979,7,0,0,490000,300,0.2,"WyMRT",100,1
"35","cal_kluster",7,7,187.281999999992,7,0,0,490000,300,0.2,"WyMRT",100,1
"36","ap_kluster",8,8,17.8670000000129,7,1,1,490000,300,0.2,"WyMRT",100,1
"37","BIC_kluster",7,7,262.188000000031,7,0,0,490000,400,0.2,"WyMRT",100,1
"38","pam_kluster",7,7,132.456999999988,7,0,0,490000,400,0.2,"WyMRT",100,1
"39","cal_kluster",7,7,242.86599999998,7,0,0,490000,400,0.2,"WyMRT",100,1
"40","ap_kluster",10,9,31.7200000000084,7,3,2,490000,400,0.2,"WyMRT",100,1
"41","BIC_kluster",7,7,324.793999999922,7,0,0,490000,500,0.2,"WyMRT",100,1
"42","pam_kluster",7,7,232.885000000009,7,0,0,490000,500,0.2,"WyMRT",100,1
"43","cal_kluster",7,7,297.946000000025,7,0,0,490000,500,0.2,"WyMRT",100,1
"44","ap_kluster",11,11,55.1210000000065,7,4,4,490000,500,0.2,"WyMRT",100,1
"45","BIC_kluster",7,7,653.777999999955,7,0,0,490000,1000,0.2,"WyMRT",100,1
"46","pam_kluster",7,7,1233.40000000005,7,0,0,490000,1000,0.2,"WyMRT",100,1
"47","cal_kluster",7,7,591.936999999991,7,0,0,490000,1000,0.2,"WyMRT",100,1
"48","ap_kluster",17,16,262.820999999996,7,10,9,490000,1000,0.2,"WyMRT",100,1
"49","BIC_kluster",7,7,25.3560000000143,7,0,0,490000,100,0.3,"5WIku",100,1
"50","pam_kluster",7,7,5.24499999997352,7,0,0,490000,100,0.3,"5WIku",100,1
"51","cal_kluster",8,7,80.8280000000013,7,1,0,490000,100,0.3,"5WIku",100,1
"52","ap_kluster",7,7,2.08899999998539,7,0,0,490000,100,0.3,"5WIku",100,1
"53","BIC_kluster",7,7,77.9309999999532,7,0,0,490000,200,0.3,"5WIku",100,1
"54","pam_kluster",7,7,24.955000000009,7,0,0,490000,200,0.3,"5WIku",100,1
"55","cal_kluster",7,7,118.784000000007,7,0,0,490000,200,0.3,"5WIku",100,1
"56","ap_kluster",7,7,7.53400000002876,7,0,0,490000,200,0.3,"5WIku",100,1
"57","BIC_kluster",7,7,150.240000000042,7,0,0,490000,300,0.3,"5WIku",100,1
"58","pam_kluster",7,7,65.7909999999683,7,0,0,490000,300,0.3,"5WIku",100,1
"59","cal_kluster",7,7,159.973999999973,7,0,0,490000,300,0.3,"5WIku",100,1
"60","ap_kluster",7,7,16.5420000000086,7,0,0,490000,300,0.3,"5WIku",100,1
"61","BIC_kluster",7,7,225.287000000048,7,0,0,490000,400,0.3,"5WIku",100,1
"62","pam_kluster",7,7,131.751999999993,7,0,0,490000,400,0.3,"5WIku",100,1
"63","cal_kluster",7,7,200.591999999975,7,0,0,490000,400,0.3,"5WIku",100,1
"64","ap_kluster",8,7,29.4180000000197,7,1,0,490000,400,0.3,"5WIku",100,1
"65","BIC_kluster",7,7,284.798000000024,7,0,0,490000,500,0.3,"5WIku",100,1
"66","pam_kluster",7,7,226.38700000001,7,0,0,490000,500,0.3,"5WIku",100,1
"67","cal_kluster",7,7,242.868999999955,7,0,0,490000,500,0.3,"5WIku",100,1
"68","ap_kluster",8,9,50.8500000000058,7,1,2,490000,500,0.3,"5WIku",100,1
"69","BIC_kluster",7,7,556.777000000038,7,0,0,490000,1000,0.3,"5WIku",100,1
"70","pam_kluster",7,7,1149.94399999999,7,0,0,490000,1000,0.3,"5WIku",100,1
"71","cal_kluster",7,7,462.87099999997,7,0,0,490000,1000,0.3,"5WIku",100,1
"72","ap_kluster",13,12,266.055000000015,7,6,5,490000,1000,0.3,"5WIku",100,1
"73","BIC_kluster",7,7,22.3810000000231,7,0,0,490000,100,0.4,"X8Nvr",100,1
"74","pam_kluster",7,7,5.28700000005483,7,0,0,490000,100,0.4,"X8Nvr",100,1
"75","cal_kluster",10,7,80.5659999999552,7,3,0,490000,100,0.4,"X8Nvr",100,1
"76","ap_kluster",7,7,2.1590000000142,7,0,0,490000,100,0.4,"X8Nvr",100,1
"77","BIC_kluster",7,7,57.6329999999943,7,0,0,490000,200,0.4,"X8Nvr",100,1
"78","pam_kluster",7,7,24.3650000000052,7,0,0,490000,200,0.4,"X8Nvr",100,1
"79","cal_kluster",7,7,119.004999999983,7,0,0,490000,200,0.4,"X8Nvr",100,1
"80","ap_kluster",7,7,7.35700000002544,7,0,0,490000,200,0.4,"X8Nvr",100,1
"81","BIC_kluster",7,7,125.128999999964,7,0,0,490000,300,0.4,"X8Nvr",100,1
"82","pam_kluster",7,7,64.6450000000477,7,0,0,490000,300,0.4,"X8Nvr",100,1
"83","cal_kluster",7,7,159.489999999991,7,0,0,490000,300,0.4,"X8Nvr",100,1
"84","ap_kluster",7,7,15.9630000000107,7,0,0,490000,300,0.4,"X8Nvr",100,1
"85","BIC_kluster",7,7,210.604999999974,7,0,0,490000,400,0.4,"X8Nvr",100,1
"86","pam_kluster",7,7,127.709000000032,7,0,0,490000,400,0.4,"X8Nvr",100,1
"87","cal_kluster",7,7,199.11799999998,7,0,0,490000,400,0.4,"X8Nvr",100,1
"88","ap_kluster",7,7,27.2449999999953,7,0,0,490000,400,0.4,"X8Nvr",100,1
"89","BIC_kluster",7,7,282.025000000009,7,0,0,490000,500,0.4,"X8Nvr",100,1
"90","pam_kluster",7,7,219.678999999938,7,0,0,490000,500,0.4,"X8Nvr",100,1
"91","cal_kluster",7,7,241.285999999993,7,0,0,490000,500,0.4,"X8Nvr",100,1
"92","ap_kluster",7,7,44.627000000015,7,0,0,490000,500,0.4,"X8Nvr",100,1
"93","BIC_kluster",7,7,539.995999999999,7,0,0,490000,1000,0.4,"X8Nvr",100,1
"94","pam_kluster",7,7,1077.51299999997,7,0,0,490000,1000,0.4,"X8Nvr",100,1
"95","cal_kluster",7,7,452.213000000091,7,0,0,490000,1000,0.4,"X8Nvr",100,1
"96","ap_kluster",10,10,260.882000000005,7,3,3,490000,1000,0.4,"X8Nvr",100,1
"97","BIC_kluster",7,7,19.8959999999788,7,0,0,490000,100,0.5,"qaEvg",100,1
"98","pam_kluster",7,7,5.12900000000081,7,0,0,490000,100,0.5,"qaEvg",100,1
"99","cal_kluster",9,7,81.0829999999914,7,2,0,490000,100,0.5,"qaEvg",100,1
"100","ap_kluster",7,7,2.12700000001496,7,0,0,490000,100,0.5,"qaEvg",100,1
"101","BIC_kluster",7,7,47.0840000000317,7,0,0,490000,200,0.5,"qaEvg",100,1
"102","pam_kluster",7,7,24.4429999999775,7,0,0,490000,200,0.5,"qaEvg",100,1
"103","cal_kluster",7,7,119.063000000024,7,0,0,490000,200,0.5,"qaEvg",100,1
"104","ap_kluster",7,7,7.54899999997724,7,0,0,490000,200,0.5,"qaEvg",100,1
"105","BIC_kluster",7,7,86.1909999999916,7,0,0,490000,300,0.5,"qaEvg",100,1
"106","pam_kluster",7,7,62.4629999999524,7,0,0,490000,300,0.5,"qaEvg",100,1
"107","cal_kluster",7,7,159.649000000041,7,0,0,490000,300,0.5,"qaEvg",100,1
"108","ap_kluster",7,7,16.0759999999718,7,0,0,490000,300,0.5,"qaEvg",100,1
"109","BIC_kluster",7,7,152.049000000021,7,0,0,490000,400,0.5,"qaEvg",100,1
"110","pam_kluster",7,7,121.733999999975,7,0,0,490000,400,0.5,"qaEvg",100,1
"111","cal_kluster",7,7,198.451999999997,7,0,0,490000,400,0.5,"qaEvg",100,1
"112","ap_kluster",7,7,28.7229999999981,7,0,0,490000,400,0.5,"qaEvg",100,1
"113","BIC_kluster",7,7,252.612000000016,7,0,0,490000,500,0.5,"qaEvg",100,1
"114","pam_kluster",7,7,210.800999999985,7,0,0,490000,500,0.5,"qaEvg",100,1
"115","cal_kluster",7,7,240.713999999985,7,0,0,490000,500,0.5,"qaEvg",100,1
"116","ap_kluster",7,7,42.9800000000541,7,0,0,490000,500,0.5,"qaEvg",100,1
"117","BIC_kluster",7,7,576.187000000027,7,0,0,490000,1000,0.5,"qaEvg",100,1
"118","pam_kluster",7,7,1099.75899999995,7,0,0,490000,1000,0.5,"qaEvg",100,1
"119","cal_kluster",7,7,449.316000000006,7,0,0,490000,1000,0.5,"qaEvg",100,1
"120","ap_kluster",8,8,258.342000000011,7,1,1,490000,1000,0.5,"qaEvg",100,1
"121","BIC_kluster",7,7,18.7460000000501,7,0,0,490000,100,0.6,"1WSx5",100,1
"122","pam_kluster",7,7,5.22799999998097,7,0,0,490000,100,0.6,"1WSx5",100,1
"123","cal_kluster",8,7,79.6649999999863,7,1,0,490000,100,0.6,"1WSx5",100,1
"124","ap_kluster",7,7,2.09999999995489,7,0,0,490000,100,0.6,"1WSx5",100,1
"125","BIC_kluster",7,7,42.3950000000041,7,0,0,490000,200,0.6,"1WSx5",100,1
"126","pam_kluster",7,7,25.3240000000151,7,0,0,490000,200,0.6,"1WSx5",100,1
"127","cal_kluster",7,7,116.469999999972,7,0,0,490000,200,0.6,"1WSx5",100,1
"128","ap_kluster",7,7,7.54299999999785,7,0,0,490000,200,0.6,"1WSx5",100,1
"129","BIC_kluster",7,7,71.0740000000078,7,0,0,490000,300,0.6,"1WSx5",100,1
"130","pam_kluster",7,7,66.4570000000094,7,0,0,490000,300,0.6,"1WSx5",100,1
"131","cal_kluster",7,7,155.046999999984,7,0,0,490000,300,0.6,"1WSx5",100,1
"132","ap_kluster",7,7,16.3429999999935,7,0,0,490000,300,0.6,"1WSx5",100,1
"133","BIC_kluster",7,7,124.752000000015,7,0,0,490000,400,0.6,"1WSx5",100,1
"134","pam_kluster",7,7,129.974000000031,7,0,0,490000,400,0.6,"1WSx5",100,1
"135","cal_kluster",7,7,194.032999999952,7,0,0,490000,400,0.6,"1WSx5",100,1
"136","ap_kluster",7,7,27.4779999999882,7,0,0,490000,400,0.6,"1WSx5",100,1
"137","BIC_kluster",7,7,195.673999999999,7,0,0,490000,500,0.6,"1WSx5",100,1
"138","pam_kluster",7,7,225.961999999963,7,0,0,490000,500,0.6,"1WSx5",100,1
"139","cal_kluster",7,7,232.83800000004,7,0,0,490000,500,0.6,"1WSx5",100,1
"140","ap_kluster",7,7,45.3780000000188,7,0,0,490000,500,0.6,"1WSx5",100,1
"141","BIC_kluster",7,7,566.296999999999,7,0,0,490000,1000,0.6,"1WSx5",100,1
"142","pam_kluster",7,7,1174.69299999995,7,0,0,490000,1000,0.6,"1WSx5",100,1
"143","cal_kluster",7,7,437.429000000004,7,0,0,490000,1000,0.6,"1WSx5",100,1
"144","ap_kluster",7,7,217.820999999982,7,0,0,490000,1000,0.6,"1WSx5",100,1
"145","BIC_kluster",8,7,15.6859999999579,7,1,0,490000,100,0.7,"TNnUQ",100,1
"146","pam_kluster",7,7,5.43900000003487,7,0,0,490000,100,0.7,"TNnUQ",100,1
"147","cal_kluster",11,15,78.8229999999458,7,4,8,490000,100,0.7,"TNnUQ",100,1
"148","ap_kluster",7,7,2.14299999998912,7,0,0,490000,100,0.7,"TNnUQ",100,1
"149","BIC_kluster",7,7,35.2849999999744,7,0,0,490000,200,0.7,"TNnUQ",100,1
"150","pam_kluster",7,7,24.8179999999993,7,0,0,490000,200,0.7,"TNnUQ",100,1
"151","cal_kluster",10,8,115.05600000007,7,3,1,490000,200,0.7,"TNnUQ",100,1
"152","ap_kluster",7,7,7.58599999999569,7,0,0,490000,200,0.7,"TNnUQ",100,1
"153","BIC_kluster",7,7,60.775999999998,7,0,0,490000,300,0.7,"TNnUQ",100,1
"154","pam_kluster",7,7,62.957000000024,7,0,0,490000,300,0.7,"TNnUQ",100,1
"155","cal_kluster",9,8,152.932999999997,7,2,1,490000,300,0.7,"TNnUQ",100,1
"156","ap_kluster",7,7,16.5770000000193,7,0,0,490000,300,0.7,"TNnUQ",100,1
"157","BIC_kluster",7,7,88.1429999999527,7,0,0,490000,400,0.7,"TNnUQ",100,1
"158","pam_kluster",7,7,122.396999999954,7,0,0,490000,400,0.7,"TNnUQ",100,1
"159","cal_kluster",9,8,190.870000000046,7,2,1,490000,400,0.7,"TNnUQ",100,1
"160","ap_kluster",7,7,26.9939999999842,7,0,0,490000,400,0.7,"TNnUQ",100,1
"161","BIC_kluster",7,7,117.724000000017,7,0,0,490000,500,0.7,"TNnUQ",100,1
"162","pam_kluster",7,7,209.524000000019,7,0,0,490000,500,0.7,"TNnUQ",100,1
"163","cal_kluster",9,8,228.637999999948,7,2,1,490000,500,0.7,"TNnUQ",100,1
"164","ap_kluster",7,7,43.8790000000226,7,0,0,490000,500,0.7,"TNnUQ",100,1
"165","BIC_kluster",7,7,367.208999999988,7,0,0,490000,1000,0.7,"TNnUQ",100,1
"166","pam_kluster",7,7,1003.03599999996,7,0,0,490000,1000,0.7,"TNnUQ",100,1
"167","cal_kluster",8,8,424.537000000026,7,1,1,490000,1000,0.7,"TNnUQ",100,1
"168","ap_kluster",7,7,213.746999999996,7,0,0,490000,1000,0.7,"TNnUQ",100,1
