"","method","k_mean","k_freq","ptime","k_orig","e_mean","e_freq","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"30","pam_kluster",14,14,23.7830000000022,14,0,0,1960000,200,0.2,"VVNCc",100,1
"31","cal_kluster",15,15,147.627000000005,14,1,1,1960000,200,0.2,"VVNCc",100,1
"32","ap_kluster",13,13,9.20600000000741,14,-1,-1,1960000,200,0.2,"VVNCc",100,1
"33","BIC_kluster",14,14,138.831999999999,14,0,0,1960000,300,0.2,"VVNCc",100,1
"34","pam_kluster",14,14,60.0970000000052,14,0,0,1960000,300,0.2,"VVNCc",100,1
"35","cal_kluster",15,15,197.974000000001,14,1,1,1960000,300,0.2,"VVNCc",100,1
"36","ap_kluster",14,14,19.5109999999995,14,0,0,1960000,300,0.2,"VVNCc",100,1
"37","BIC_kluster",14,14,183.813000000001,14,0,0,1960000,400,0.2,"VVNCc",100,1
"38","pam_kluster",14,14,114.790999999997,14,0,0,1960000,400,0.2,"VVNCc",100,1
"39","cal_kluster",15,15,248.255000000002,14,1,1,1960000,400,0.2,"VVNCc",100,1
"40","ap_kluster",14,14,30.1439999999993,14,0,0,1960000,400,0.2,"VVNCc",100,1
"41","BIC_kluster",14,14,261.117999999998,14,0,0,1960000,500,0.2,"VVNCc",100,1
"42","pam_kluster",14,14,187.071999999999,14,0,0,1960000,500,0.2,"VVNCc",100,1
"43","cal_kluster",15,15,297.081999999998,14,1,1,1960000,500,0.2,"VVNCc",100,1
"44","ap_kluster",14,14,46.4549999999981,14,0,0,1960000,500,0.2,"VVNCc",100,1
"45","BIC_kluster",14,14,583.38799999999,14,0,0,1960000,1000,0.2,"VVNCc",100,1
"46","pam_kluster",14,14,908.313000000003,14,0,0,1960000,1000,0.2,"VVNCc",100,1
"47","cal_kluster",15,15,602.453000000002,14,1,1,1960000,1000,0.2,"VVNCc",100,1
"48","ap_kluster",15,15,224.620999999996,14,1,1,1960000,1000,0.2,"VVNCc",100,1
"49","BIC_kluster",14,14,33.8729999999905,14,0,0,1960000,100,0.3,"kW6tu",100,1
"50","pam_kluster",14,14,5.17299999999886,14,0,0,1960000,100,0.3,"kW6tu",100,1
"51","cal_kluster",15,15,101.301000000005,14,1,1,1960000,100,0.3,"kW6tu",100,1
"52","ap_kluster",8,8,2.90599999999722,14,-6,-6,1960000,100,0.3,"kW6tu",100,1
"53","BIC_kluster",14,14,64.0149999999921,14,0,0,1960000,200,0.3,"kW6tu",100,1
"54","pam_kluster",14,14,22.873999999998,14,0,0,1960000,200,0.3,"kW6tu",100,1
"55","cal_kluster",14,14,142.228000000003,14,0,0,1960000,200,0.3,"kW6tu",100,1
"56","ap_kluster",14,14,9.36499999999978,14,0,0,1960000,200,0.3,"kW6tu",100,1
"57","BIC_kluster",14,14,94.2360000000026,14,0,0,1960000,300,0.3,"kW6tu",100,1
"58","pam_kluster",14,14,55.0580000000009,14,0,0,1960000,300,0.3,"kW6tu",100,1
"59","cal_kluster",14,14,185.889999999994,14,0,0,1960000,300,0.3,"kW6tu",100,1
"60","ap_kluster",14,14,18.4829999999984,14,0,0,1960000,300,0.3,"kW6tu",100,1
"61","BIC_kluster",14,14,133.350000000004,14,0,0,1960000,400,0.3,"kW6tu",100,1
"62","pam_kluster",14,14,104.704999999994,14,0,0,1960000,400,0.3,"kW6tu",100,1
"63","cal_kluster",14,14,231.828000000007,14,0,0,1960000,400,0.3,"kW6tu",100,1
"64","ap_kluster",14,14,29.7999999999956,14,0,0,1960000,400,0.3,"kW6tu",100,1
"65","BIC_kluster",14,14,195.014000000003,14,0,0,1960000,500,0.3,"kW6tu",100,1
"66","pam_kluster",14,14,178.365999999993,14,0,0,1960000,500,0.3,"kW6tu",100,1
"67","cal_kluster",14,14,278.976000000006,14,0,0,1960000,500,0.3,"kW6tu",100,1
"68","ap_kluster",14,14,47.143,14,0,0,1960000,500,0.3,"kW6tu",100,1
"69","BIC_kluster",15,15,513.753999999992,14,1,1,1960000,1000,0.3,"kW6tu",100,1
"70","pam_kluster",14,14,813.961000000012,14,0,0,1960000,1000,0.3,"kW6tu",100,1
"71","cal_kluster",14,14,523.845999999989,14,0,0,1960000,1000,0.3,"kW6tu",100,1
"72","ap_kluster",14,14,214.249,14,0,0,1960000,1000,0.3,"kW6tu",100,1
"73","BIC_kluster",14,14,31.18300000001,14,0,0,1960000,100,0.4,"SMo0t",100,1
"74","pam_kluster",14,14,5.33999999999651,14,0,0,1960000,100,0.4,"SMo0t",100,1
"75","cal_kluster",15,15,91.4099999999999,14,1,1,1960000,100,0.4,"SMo0t",100,1
"76","ap_kluster",9,9,3.27599999999984,14,-5,-5,1960000,100,0.4,"SMo0t",100,1
"77","BIC_kluster",14,14,60.0460000000221,14,0,0,1960000,200,0.4,"SMo0t",100,1
"78","pam_kluster",14,14,22.7449999999862,14,0,0,1960000,200,0.4,"SMo0t",100,1
"79","cal_kluster",15,15,124.400000000005,14,1,1,1960000,200,0.4,"SMo0t",100,1
"80","ap_kluster",14,14,8.79699999999866,14,0,0,1960000,200,0.4,"SMo0t",100,1
"81","BIC_kluster",14,14,91.7679999999855,14,0,0,1960000,300,0.4,"SMo0t",100,1
"82","pam_kluster",14,14,55.1050000000068,14,0,0,1960000,300,0.4,"SMo0t",100,1
"83","cal_kluster",14,14,161.998000000007,14,0,0,1960000,300,0.4,"SMo0t",100,1
"84","ap_kluster",14,14,19.3509999999969,14,0,0,1960000,300,0.4,"SMo0t",100,1
"85","BIC_kluster",14,14,122.997999999994,14,0,0,1960000,400,0.4,"SMo0t",100,1
"86","pam_kluster",14,14,103.231,14,0,0,1960000,400,0.4,"SMo0t",100,1
"87","cal_kluster",14,14,196.946000000005,14,0,0,1960000,400,0.4,"SMo0t",100,1
"88","ap_kluster",14,14,30.2250000000004,14,0,0,1960000,400,0.4,"SMo0t",100,1
"89","BIC_kluster",14,14,158.526999999996,14,0,0,1960000,500,0.4,"SMo0t",100,1
"90","pam_kluster",14,14,168.563000000015,14,0,0,1960000,500,0.4,"SMo0t",100,1
"91","cal_kluster",14,14,234.404999999988,14,0,0,1960000,500,0.4,"SMo0t",100,1
"92","ap_kluster",14,14,47.9079999999994,14,0,0,1960000,500,0.4,"SMo0t",100,1
"93","BIC_kluster",14,14,412.966999999999,14,0,0,1960000,1000,0.4,"SMo0t",100,1
"94","pam_kluster",14,14,772.75099999998,14,0,0,1960000,1000,0.4,"SMo0t",100,1
"95","cal_kluster",14,14,425.710000000008,14,0,0,1960000,1000,0.4,"SMo0t",100,1
"96","ap_kluster",14,14,214.814000000015,14,0,0,1960000,1000,0.4,"SMo0t",100,1
"97","BIC_kluster",15,15,30.2519999999859,14,1,1,1960000,100,0.5,"x0RMs",100,1
"98","pam_kluster",14,14,5.25500000002648,14,0,0,1960000,100,0.5,"x0RMs",100,1
"99","cal_kluster",15,15,88.6589999999851,14,1,1,1960000,100,0.5,"x0RMs",100,1
"100","ap_kluster",10,10,2.66900000000169,14,-4,-4,1960000,100,0.5,"x0RMs",100,1
"101","BIC_kluster",14,14,57.726999999988,14,0,0,1960000,200,0.5,"x0RMs",100,1
"102","pam_kluster",14,14,22.4080000000286,14,0,0,1960000,200,0.5,"x0RMs",100,1
"103","cal_kluster",15,15,120.200999999994,14,1,1,1960000,200,0.5,"x0RMs",100,1
"104","ap_kluster",14,14,9.03900000001886,14,0,0,1960000,200,0.5,"x0RMs",100,1
"105","BIC_kluster",14,14,86.3790000000336,14,0,0,1960000,300,0.5,"x0RMs",100,1
"106","pam_kluster",14,14,54.8759999999929,14,0,0,1960000,300,0.5,"x0RMs",100,1
"107","cal_kluster",15,15,152.310000000023,14,1,1,1960000,300,0.5,"x0RMs",100,1
"108","ap_kluster",14,14,19.5759999999536,14,0,0,1960000,300,0.5,"x0RMs",100,1
"109","BIC_kluster",14,14,116.602000000032,14,0,0,1960000,400,0.5,"x0RMs",100,1
"110","pam_kluster",14,14,103.246999999988,14,0,0,1960000,400,0.5,"x0RMs",100,1
"111","cal_kluster",15,15,184.084999999985,14,1,1,1960000,400,0.5,"x0RMs",100,1
"112","ap_kluster",14,14,30.5070000000087,14,0,0,1960000,400,0.5,"x0RMs",100,1
"113","BIC_kluster",14,14,149.926999999992,14,0,0,1960000,500,0.5,"x0RMs",100,1
"114","pam_kluster",14,14,172.155000000006,14,0,0,1960000,500,0.5,"x0RMs",100,1
"115","cal_kluster",15,15,217.618999999981,14,1,1,1960000,500,0.5,"x0RMs",100,1
"116","ap_kluster",14,14,47.6750000000211,14,0,0,1960000,500,0.5,"x0RMs",100,1
"117","BIC_kluster",14,14,357.280999999992,14,0,0,1960000,1000,0.5,"x0RMs",100,1
"118","pam_kluster",14,14,794.091000000008,14,0,0,1960000,1000,0.5,"x0RMs",100,1
"119","cal_kluster",15,15,381.420999999977,14,1,1,1960000,1000,0.5,"x0RMs",100,1
"120","ap_kluster",14,14,219.038000000033,14,0,0,1960000,1000,0.5,"x0RMs",100,1
"121","BIC_kluster",14,14,27.3010000000104,14,0,0,1960000,100,0.6,"EvTaF",100,1
"122","pam_kluster",14,14,5.34599999999409,14,0,0,1960000,100,0.6,"EvTaF",100,1
"123","cal_kluster",15,15,89.4969999999921,14,1,1,1960000,100,0.6,"EvTaF",100,1
"124","ap_kluster",11,11,3.04000000000087,14,-3,-3,1960000,100,0.6,"EvTaF",100,1
"125","BIC_kluster",14,14,52.2160000000003,14,0,0,1960000,200,0.6,"EvTaF",100,1
"126","pam_kluster",14,14,22.7589999999946,14,0,0,1960000,200,0.6,"EvTaF",100,1
"127","cal_kluster",14,14,123.396000000004,14,0,0,1960000,200,0.6,"EvTaF",100,1
"128","ap_kluster",14,14,9.27100000001155,14,0,0,1960000,200,0.6,"EvTaF",100,1
"129","BIC_kluster",14,14,75.1800000000076,14,0,0,1960000,300,0.6,"EvTaF",100,1
"130","pam_kluster",14,14,55.9160000000011,14,0,0,1960000,300,0.6,"EvTaF",100,1
"131","cal_kluster",14,14,156.057000000026,14,0,0,1960000,300,0.6,"EvTaF",100,1
"132","ap_kluster",14,14,19.9999999999854,14,0,0,1960000,300,0.6,"EvTaF",100,1
"133","BIC_kluster",14,14,101.119000000002,14,0,0,1960000,400,0.6,"EvTaF",100,1
"134","pam_kluster",14,14,103.483000000022,14,0,0,1960000,400,0.6,"EvTaF",100,1
"135","cal_kluster",14,14,188.997999999985,14,0,0,1960000,400,0.6,"EvTaF",100,1
"136","ap_kluster",14,14,31.8050000000039,14,0,0,1960000,400,0.6,"EvTaF",100,1
"137","BIC_kluster",14,14,126.479000000007,14,0,0,1960000,500,0.6,"EvTaF",100,1
"138","pam_kluster",14,14,175.294000000013,14,0,0,1960000,500,0.6,"EvTaF",100,1
"139","cal_kluster",14,14,221.202000000005,14,0,0,1960000,500,0.6,"EvTaF",100,1
"140","ap_kluster",14,14,48.2329999999638,14,0,0,1960000,500,0.6,"EvTaF",100,1
"141","BIC_kluster",14,14,280.194999999971,14,0,0,1960000,1000,0.6,"EvTaF",100,1
"142","pam_kluster",14,14,804.332999999999,14,0,0,1960000,1000,0.6,"EvTaF",100,1
"143","cal_kluster",14,14,390.248000000003,14,0,0,1960000,1000,0.6,"EvTaF",100,1
"144","ap_kluster",14,14,214.14000000001,14,0,0,1960000,1000,0.6,"EvTaF",100,1
"145","BIC_kluster",14,14,26.0030000000115,14,0,0,1960000,100,0.7,"LKPeq",100,1
"146","pam_kluster",14,14,5.24399999999878,14,0,0,1960000,100,0.7,"LKPeq",100,1
"147","cal_kluster",15,15,93.7019999999902,14,1,1,1960000,100,0.7,"LKPeq",100,1
"148","ap_kluster",11,11,2.95500000000902,14,-3,-3,1960000,100,0.7,"LKPeq",100,1
"149","BIC_kluster",14,14,44.6410000000142,14,0,0,1960000,200,0.7,"LKPeq",100,1
"150","pam_kluster",14,14,22.3459999999832,14,0,0,1960000,200,0.7,"LKPeq",100,1
"151","cal_kluster",14,14,123.905000000002,14,0,0,1960000,200,0.7,"LKPeq",100,1
"152","ap_kluster",14,14,9.6479999999865,14,0,0,1960000,200,0.7,"LKPeq",100,1
"153","BIC_kluster",14,14,63.411000000011,14,0,0,1960000,300,0.7,"LKPeq",100,1
"154","pam_kluster",14,14,53.6039999999812,14,0,0,1960000,300,0.7,"LKPeq",100,1
"155","cal_kluster",14,14,156.078999999983,14,0,0,1960000,300,0.7,"LKPeq",100,1
"156","ap_kluster",14,14,19.921000000013,14,0,0,1960000,300,0.7,"LKPeq",100,1
"157","BIC_kluster",14,14,81.13400000002,14,0,0,1960000,400,0.7,"LKPeq",100,1
"158","pam_kluster",14,14,101.025000000012,14,0,0,1960000,400,0.7,"LKPeq",100,1
"159","cal_kluster",14,14,188.554999999978,14,0,0,1960000,400,0.7,"LKPeq",100,1
"160","ap_kluster",14,14,30.8480000000345,14,0,0,1960000,400,0.7,"LKPeq",100,1
"161","BIC_kluster",14,14,100.856,14,0,0,1960000,500,0.7,"LKPeq",100,1
"162","pam_kluster",14,14,169.575000000012,14,0,0,1960000,500,0.7,"LKPeq",100,1
"163","cal_kluster",14,14,220.165999999968,14,0,0,1960000,500,0.7,"LKPeq",100,1
"164","ap_kluster",14,14,48.3200000000143,14,0,0,1960000,500,0.7,"LKPeq",100,1
"165","BIC_kluster",14,14,202.706000000013,14,0,0,1960000,1000,0.7,"LKPeq",100,1
"166","pam_kluster",14,14,789.629000000004,14,0,0,1960000,1000,0.7,"LKPeq",100,1
"167","cal_kluster",14,14,385.045999999995,14,0,0,1960000,1000,0.7,"LKPeq",100,1
"168","ap_kluster",14,14,223.827999999998,14,0,0,1960000,1000,0.7,"LKPeq",100,1
