"","method","k_mean","k_freq","ptime","k_orig","e_mean","e_freq","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"1","BIC_kluster",4,2,51.0920000000005,13,-9,-11,1690000,100,0.1,"WFkJJ",100,1
"2","pam_kluster",9,13,5.62400000001071,13,-4,0,1690000,100,0.1,"WFkJJ",100,1
"3","cal_kluster",15,15,99.3660000000164,13,2,2,1690000,100,0.1,"WFkJJ",100,1
"4","ap_kluster",8,8,3.51899999998568,13,-5,-5,1690000,100,0.1,"WFkJJ",100,1
"5","BIC_kluster",10,13,107.058999999994,13,-3,0,1690000,200,0.1,"WFkJJ",100,1
"6","pam_kluster",11,13,24.8080000000118,13,-2,0,1690000,200,0.1,"WFkJJ",100,1
"7","cal_kluster",14,13,145.971000000001,13,1,0,1690000,200,0.1,"WFkJJ",100,1
"8","ap_kluster",13,13,9.18799999999101,13,0,0,1690000,200,0.1,"WFkJJ",100,1
"9","BIC_kluster",13,13,162.957000000024,13,0,0,1690000,300,0.1,"WFkJJ",100,1
"10","pam_kluster",11,13,62.1229999999887,13,-2,0,1690000,300,0.1,"WFkJJ",100,1
"11","cal_kluster",13,13,197.671000000002,13,0,0,1690000,300,0.1,"WFkJJ",100,1
"12","ap_kluster",13,13,19.7579999999834,13,0,0,1690000,300,0.1,"WFkJJ",100,1
"13","BIC_kluster",13,13,226.520999999982,13,0,0,1690000,400,0.1,"WFkJJ",100,1
"14","pam_kluster",11,13,121.197000000022,13,-2,0,1690000,400,0.1,"WFkJJ",100,1
"15","cal_kluster",13,13,252.387999999988,13,0,0,1690000,400,0.1,"WFkJJ",100,1
"16","ap_kluster",13,13,31.8219999999892,13,0,0,1690000,400,0.1,"WFkJJ",100,1
"17","BIC_kluster",13,13,296.041000000012,13,0,0,1690000,500,0.1,"WFkJJ",100,1
"18","pam_kluster",11,13,206.316999999981,13,-2,0,1690000,500,0.1,"WFkJJ",100,1
"19","cal_kluster",13,13,307.555,13,0,0,1690000,500,0.1,"WFkJJ",100,1
"20","ap_kluster",13,13,50.132999999998,13,0,0,1690000,500,0.1,"WFkJJ",100,1
"21","BIC_kluster",13,13,658.457999999991,13,0,0,1690000,1000,0.1,"WFkJJ",100,1
"22","pam_kluster",13,13,1032.406,13,0,0,1690000,1000,0.1,"WFkJJ",100,1
"23","cal_kluster",13,13,628.444999999989,13,0,0,1690000,1000,0.1,"WFkJJ",100,1
"24","ap_kluster",14,14,255.744000000013,13,1,1,1690000,1000,0.1,"WFkJJ",100,1
"25","BIC_kluster",10,13,40.1730000000207,13,-3,0,1690000,100,0.2,"m3LQx",100,1
"26","pam_kluster",13,13,5.31699999997363,13,0,0,1690000,100,0.2,"m3LQx",100,1
"27","cal_kluster",15,15,97.7240000000093,13,2,2,1690000,100,0.2,"m3LQx",100,1
"28","ap_kluster",9,8,3.4449999999888,13,-4,-5,1690000,100,0.2,"m3LQx",100,1
"29","BIC_kluster",13,13,86.1630000000114,13,0,0,1690000,200,0.2,"m3LQx",100,1
"30","pam_kluster",13,13,23.3839999999545,13,0,0,1690000,200,0.2,"m3LQx",100,1
"31","cal_kluster",14,13,138.72799999997,13,1,0,1690000,200,0.2,"m3LQx",100,1
"32","ap_kluster",13,13,8.84700000001976,13,0,0,1690000,200,0.2,"m3LQx",100,1
"33","BIC_kluster",13,13,128.697000000015,13,0,0,1690000,300,0.2,"m3LQx",100,1
"34","pam_kluster",13,13,59.0490000000282,13,0,0,1690000,300,0.2,"m3LQx",100,1
"35","cal_kluster",13,13,183.682999999975,13,0,0,1690000,300,0.2,"m3LQx",100,1
"36","ap_kluster",13,13,19.2050000000454,13,0,0,1690000,300,0.2,"m3LQx",100,1
"37","BIC_kluster",13,13,190.614999999991,13,0,0,1690000,400,0.2,"m3LQx",100,1
"38","pam_kluster",13,13,113.534999999996,13,0,0,1690000,400,0.2,"m3LQx",100,1
"39","cal_kluster",13,13,231.692000000039,13,0,0,1690000,400,0.2,"m3LQx",100,1
"40","ap_kluster",13,13,30.3799999999828,13,0,0,1690000,400,0.2,"m3LQx",100,1
"41","BIC_kluster",13,13,255.407999999974,13,0,0,1690000,500,0.2,"m3LQx",100,1
"42","pam_kluster",13,13,189.720000000045,13,0,0,1690000,500,0.2,"m3LQx",100,1
"43","cal_kluster",13,13,279.834999999963,13,0,0,1690000,500,0.2,"m3LQx",100,1
"44","ap_kluster",13,13,48.5520000000106,13,0,0,1690000,500,0.2,"m3LQx",100,1
"45","BIC_kluster",14,13,603.999000000025,13,1,0,1690000,1000,0.2,"m3LQx",100,1
"46","pam_kluster",13,13,934.52699999998,13,0,0,1690000,1000,0.2,"m3LQx",100,1
"47","cal_kluster",13,13,551.287000000033,13,0,0,1690000,1000,0.2,"m3LQx",100,1
"48","ap_kluster",13,13,236.851999999977,13,0,0,1690000,1000,0.2,"m3LQx",100,1
"49","BIC_kluster",13,13,34.8480000000636,13,0,0,1690000,100,0.3,"TvzLY",100,1
"50","pam_kluster",13,13,5.58999999998923,13,0,0,1690000,100,0.3,"TvzLY",100,1
"51","cal_kluster",15,15,97.104000000043,13,2,2,1690000,100,0.3,"TvzLY",100,1
"52","ap_kluster",9,9,2.68300000003364,13,-4,-4,1690000,100,0.3,"TvzLY",100,1
"53","BIC_kluster",13,13,68.3219999999856,13,0,0,1690000,200,0.3,"TvzLY",100,1
"54","pam_kluster",13,13,22.9979999999923,13,0,0,1690000,200,0.3,"TvzLY",100,1
"55","cal_kluster",13,13,135.704999999994,13,0,0,1690000,200,0.3,"TvzLY",100,1
"56","ap_kluster",13,13,8.98200000001088,13,0,0,1690000,200,0.3,"TvzLY",100,1
"57","BIC_kluster",13,13,107.559000000008,13,0,0,1690000,300,0.3,"TvzLY",100,1
"58","pam_kluster",13,13,56.0429999999687,13,0,0,1690000,300,0.3,"TvzLY",100,1
"59","cal_kluster",13,13,177.901000000056,13,0,0,1690000,300,0.3,"TvzLY",100,1
"60","ap_kluster",13,13,19.5760000000009,13,0,0,1690000,300,0.3,"TvzLY",100,1
"61","BIC_kluster",13,13,153.895999999993,13,0,0,1690000,400,0.3,"TvzLY",100,1
"62","pam_kluster",13,13,106.95699999998,13,0,0,1690000,400,0.3,"TvzLY",100,1
"63","cal_kluster",13,13,221.330000000089,13,0,0,1690000,400,0.3,"TvzLY",100,1
"64","ap_kluster",13,13,31.0779999999795,13,0,0,1690000,400,0.3,"TvzLY",100,1
"65","BIC_kluster",13,13,200.481000000043,13,0,0,1690000,500,0.3,"TvzLY",100,1
"66","pam_kluster",13,13,181.940999999999,13,0,0,1690000,500,0.3,"TvzLY",100,1
"67","cal_kluster",13,13,265.524999999972,13,0,0,1690000,500,0.3,"TvzLY",100,1
"68","ap_kluster",13,13,49.2009999999718,13,0,0,1690000,500,0.3,"TvzLY",100,1
"69","BIC_kluster",13,13,499.431000000011,13,0,0,1690000,1000,0.3,"TvzLY",100,1
"70","pam_kluster",13,13,885.36399999995,13,0,0,1690000,1000,0.3,"TvzLY",100,1
"71","cal_kluster",13,13,501.821000000011,13,0,0,1690000,1000,0.3,"TvzLY",100,1
"72","ap_kluster",13,13,222.489000000038,13,0,0,1690000,1000,0.3,"TvzLY",100,1
"73","BIC_kluster",13,13,27.3560000000216,13,0,0,1690000,100,0.4,"PWz0K",100,1
"74","pam_kluster",13,13,5.23099999999249,13,0,0,1690000,100,0.4,"PWz0K",100,1
"75","cal_kluster",14,15,94.5219999999754,13,1,2,1690000,100,0.4,"PWz0K",100,1
"76","ap_kluster",10,10,3.18999999999505,13,-3,-3,1690000,100,0.4,"PWz0K",100,1
"77","BIC_kluster",13,13,48.5989999999947,13,0,0,1690000,200,0.4,"PWz0K",100,1
"78","pam_kluster",13,13,22.3629999999685,13,0,0,1690000,200,0.4,"PWz0K",100,1
"79","cal_kluster",13,13,131.975000000042,13,0,0,1690000,200,0.4,"PWz0K",100,1
"80","ap_kluster",13,13,9.67299999996612,13,0,0,1690000,200,0.4,"PWz0K",100,1
"81","BIC_kluster",13,13,72.4230000000171,13,0,0,1690000,300,0.4,"PWz0K",100,1
"82","pam_kluster",13,13,54.5119999999952,13,0,0,1690000,300,0.4,"PWz0K",100,1
"83","cal_kluster",13,13,170.964999999967,13,0,0,1690000,300,0.4,"PWz0K",100,1
"84","ap_kluster",13,13,19.5000000000291,13,0,0,1690000,300,0.4,"PWz0K",100,1
"85","BIC_kluster",13,13,100.304000000011,13,0,0,1690000,400,0.4,"PWz0K",100,1
"86","pam_kluster",13,13,102.859000000033,13,0,0,1690000,400,0.4,"PWz0K",100,1
"87","cal_kluster",13,13,210.774999999987,13,0,0,1690000,400,0.4,"PWz0K",100,1
"88","ap_kluster",13,13,31.7080000000133,13,0,0,1690000,400,0.4,"PWz0K",100,1
"89","BIC_kluster",13,13,137.553999999996,13,0,0,1690000,500,0.4,"PWz0K",100,1
"90","pam_kluster",13,13,175.944000000003,13,0,0,1690000,500,0.4,"PWz0K",100,1
"91","cal_kluster",13,13,251.386999999988,13,0,0,1690000,500,0.4,"PWz0K",100,1
"92","ap_kluster",13,13,49.0940000000119,13,0,0,1690000,500,0.4,"PWz0K",100,1
"93","BIC_kluster",14,14,375.279000000068,13,1,1,1690000,1000,0.4,"PWz0K",100,1
"94","pam_kluster",13,13,810.465999999949,13,0,0,1690000,1000,0.4,"PWz0K",100,1
"95","cal_kluster",13,13,459.534000000022,13,0,0,1690000,1000,0.4,"PWz0K",100,1
"96","ap_kluster",13,13,222.401000000034,13,0,0,1690000,1000,0.4,"PWz0K",100,1
"97","BIC_kluster",13,13,25.9380000000529,13,0,0,1690000,100,0.5,"zkz0W",100,1
"98","pam_kluster",13,13,5.20299999996496,13,0,0,1690000,100,0.5,"zkz0W",100,1
"99","cal_kluster",15,15,89.0529999999926,13,2,2,1690000,100,0.5,"zkz0W",100,1
"100","ap_kluster",11,10,3.6570000000138,13,-2,-3,1690000,100,0.5,"zkz0W",100,1
"101","BIC_kluster",13,13,48.4840000000113,13,0,0,1690000,200,0.5,"zkz0W",100,1
"102","pam_kluster",13,13,21.6620000000039,13,0,0,1690000,200,0.5,"zkz0W",100,1
"103","cal_kluster",13,13,123.386000000006,13,0,0,1690000,200,0.5,"zkz0W",100,1
"104","ap_kluster",13,13,9.84000000001106,13,0,0,1690000,200,0.5,"zkz0W",100,1
"105","BIC_kluster",13,13,71.6940000000104,13,0,0,1690000,300,0.5,"zkz0W",100,1
"106","pam_kluster",13,13,54.8059999999969,13,0,0,1690000,300,0.5,"zkz0W",100,1
"107","cal_kluster",13,13,158.328999999976,13,0,0,1690000,300,0.5,"zkz0W",100,1
"108","ap_kluster",13,13,19.1770000000179,13,0,0,1690000,300,0.5,"zkz0W",100,1
"109","BIC_kluster",13,13,97.9059999999954,13,0,0,1690000,400,0.5,"zkz0W",100,1
"110","pam_kluster",13,13,104.444999999956,13,0,0,1690000,400,0.5,"zkz0W",100,1
"111","cal_kluster",13,13,192.64900000007,13,0,0,1690000,400,0.5,"zkz0W",100,1
"112","ap_kluster",13,13,30.7829999999449,13,0,0,1690000,400,0.5,"zkz0W",100,1
"113","BIC_kluster",13,13,126.078000000023,13,0,0,1690000,500,0.5,"zkz0W",100,1
"114","pam_kluster",13,13,175.257000000027,13,0,0,1690000,500,0.5,"zkz0W",100,1
"115","cal_kluster",13,13,227.205999999969,13,0,0,1690000,500,0.5,"zkz0W",100,1
"116","ap_kluster",13,13,49.6899999999587,13,0,0,1690000,500,0.5,"zkz0W",100,1
"117","BIC_kluster",13,13,306.604999999996,13,0,0,1690000,1000,0.5,"zkz0W",100,1
"118","pam_kluster",13,13,793.676000000007,13,0,0,1690000,1000,0.5,"zkz0W",100,1
"119","cal_kluster",13,13,404.431999999964,13,0,0,1690000,1000,0.5,"zkz0W",100,1
"120","ap_kluster",13,13,221.516000000047,13,0,0,1690000,1000,0.5,"zkz0W",100,1
"121","BIC_kluster",13,13,23.1780000000072,13,0,0,1690000,100,0.6,"gjuDd",100,1
"122","pam_kluster",13,13,5.29099999998289,13,0,0,1690000,100,0.6,"gjuDd",100,1
"123","cal_kluster",14,13,91.957000000024,13,1,0,1690000,100,0.6,"gjuDd",100,1
"124","ap_kluster",11,11,3.57000000002154,13,-2,-2,1690000,100,0.6,"gjuDd",100,1
"125","BIC_kluster",13,13,38.7469999999885,13,0,0,1690000,200,0.6,"gjuDd",100,1
"126","pam_kluster",13,13,22.6510000000126,13,0,0,1690000,200,0.6,"gjuDd",100,1
"127","cal_kluster",13,13,127.011000000006,13,0,0,1690000,200,0.6,"gjuDd",100,1
"128","ap_kluster",13,13,9.13100000000122,13,0,0,1690000,200,0.6,"gjuDd",100,1
"129","BIC_kluster",13,13,52.4230000000389,13,0,0,1690000,300,0.6,"gjuDd",100,1
"130","pam_kluster",13,13,54.1569999999774,13,0,0,1690000,300,0.6,"gjuDd",100,1
"131","cal_kluster",13,13,162.056000000004,13,0,0,1690000,300,0.6,"gjuDd",100,1
"132","ap_kluster",13,13,18.9300000000512,13,0,0,1690000,300,0.6,"gjuDd",100,1
"133","BIC_kluster",13,13,66.4070000000283,13,0,0,1690000,400,0.6,"gjuDd",100,1
"134","pam_kluster",13,13,103.831999999988,13,0,0,1690000,400,0.6,"gjuDd",100,1
"135","cal_kluster",13,13,196.311999999998,13,0,0,1690000,400,0.6,"gjuDd",100,1
"136","ap_kluster",13,13,31.7289999999994,13,0,0,1690000,400,0.6,"gjuDd",100,1
"137","BIC_kluster",13,13,86.8079999999973,13,0,0,1690000,500,0.6,"gjuDd",100,1
"138","pam_kluster",13,13,172.767000000036,13,0,0,1690000,500,0.6,"gjuDd",100,1
"139","cal_kluster",13,13,232.074000000001,13,0,0,1690000,500,0.6,"gjuDd",100,1
"140","ap_kluster",13,13,48.9629999999815,13,0,0,1690000,500,0.6,"gjuDd",100,1
"141","BIC_kluster",13,13,223.829000000005,13,0,0,1690000,1000,0.6,"gjuDd",100,1
"142","pam_kluster",13,13,802.403000000013,13,0,0,1690000,1000,0.6,"gjuDd",100,1
"143","cal_kluster",13,13,410.672000000013,13,0,0,1690000,1000,0.6,"gjuDd",100,1
"144","ap_kluster",13,13,223.561999999962,13,0,0,1690000,1000,0.6,"gjuDd",100,1
