"","method","k_mean","k_freq","ptime","k_orig","e_mean","e_freq","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"75","cal_kluster",14,15,93.80800000001,12,2,3,1440000,100,0.4,"ZoWU3",100,1
"76","ap_kluster",10,10,2.92499999998836,12,-2,-2,1440000,100,0.4,"ZoWU3",100,1
"77","BIC_kluster",12,12,46.9790000000012,12,0,0,1440000,200,0.4,"ZoWU3",100,1
"78","pam_kluster",12,12,22.3779999999897,12,0,0,1440000,200,0.4,"ZoWU3",100,1
"79","cal_kluster",13,12,128.321000000011,12,1,0,1440000,200,0.4,"ZoWU3",100,1
"80","ap_kluster",12,12,8.08099999999104,12,0,0,1440000,200,0.4,"ZoWU3",100,1
"81","BIC_kluster",12,12,75.9359999999924,12,0,0,1440000,300,0.4,"ZoWU3",100,1
"82","pam_kluster",12,12,54.5789999999943,12,0,0,1440000,300,0.4,"ZoWU3",100,1
"83","cal_kluster",12,12,168.494999999992,12,0,0,1440000,300,0.4,"ZoWU3",100,1
"84","ap_kluster",12,12,18.1600000000162,12,0,0,1440000,300,0.4,"ZoWU3",100,1
"85","BIC_kluster",12,12,108.310999999989,12,0,0,1440000,400,0.4,"ZoWU3",100,1
"86","pam_kluster",12,12,102.462999999998,12,0,0,1440000,400,0.4,"ZoWU3",100,1
"87","cal_kluster",12,12,206.502,12,0,0,1440000,400,0.4,"ZoWU3",100,1
"88","ap_kluster",12,12,30.5210000000097,12,0,0,1440000,400,0.4,"ZoWU3",100,1
"89","BIC_kluster",12,12,150.301000000003,12,0,0,1440000,500,0.4,"ZoWU3",100,1
"90","pam_kluster",12,12,170.100000000004,12,0,0,1440000,500,0.4,"ZoWU3",100,1
"91","cal_kluster",12,12,244.835000000006,12,0,0,1440000,500,0.4,"ZoWU3",100,1
"92","ap_kluster",12,12,49.212000000005,12,0,0,1440000,500,0.4,"ZoWU3",100,1
"93","BIC_kluster",12,12,377.851999999993,12,0,0,1440000,1000,0.4,"ZoWU3",100,1
"94","pam_kluster",12,12,837.187000000013,12,0,0,1440000,1000,0.4,"ZoWU3",100,1
"95","cal_kluster",12,12,449.211000000001,12,0,0,1440000,1000,0.4,"ZoWU3",100,1
"96","ap_kluster",12,12,252.570000000002,12,0,0,1440000,1000,0.4,"ZoWU3",100,1
"97","BIC_kluster",12,12,22.961000000003,12,0,0,1440000,100,0.5,"Qo8FS",100,1
"98","pam_kluster",12,12,5.07499999999709,12,0,0,1440000,100,0.5,"Qo8FS",100,1
"99","cal_kluster",14,15,93.6240000000107,12,2,3,1440000,100,0.5,"Qo8FS",100,1
"100","ap_kluster",11,11,2.83599999998478,12,-1,-1,1440000,100,0.5,"Qo8FS",100,1
"101","BIC_kluster",12,12,41.2740000000122,12,0,0,1440000,200,0.5,"Qo8FS",100,1
"102","pam_kluster",12,12,22.2619999999697,12,0,0,1440000,200,0.5,"Qo8FS",100,1
"103","cal_kluster",13,12,130.910000000022,12,1,0,1440000,200,0.5,"Qo8FS",100,1
"104","ap_kluster",12,12,9.02399999999398,12,0,0,1440000,200,0.5,"Qo8FS",100,1
"105","BIC_kluster",12,12,61.2779999999948,12,0,0,1440000,300,0.5,"Qo8FS",100,1
"106","pam_kluster",12,12,54.2539999999863,12,0,0,1440000,300,0.5,"Qo8FS",100,1
"107","cal_kluster",13,12,165.596000000027,12,1,0,1440000,300,0.5,"Qo8FS",100,1
"108","ap_kluster",12,12,18.601999999999,12,0,0,1440000,300,0.5,"Qo8FS",100,1
"109","BIC_kluster",12,12,83.9489999999896,12,0,0,1440000,400,0.5,"Qo8FS",100,1
"110","pam_kluster",12,12,103.140000000003,12,0,0,1440000,400,0.5,"Qo8FS",100,1
"111","cal_kluster",12,12,205.38700000001,12,0,0,1440000,400,0.5,"Qo8FS",100,1
"112","ap_kluster",12,12,31.9850000000006,12,0,0,1440000,400,0.5,"Qo8FS",100,1
"113","BIC_kluster",12,12,115.733999999997,12,0,0,1440000,500,0.5,"Qo8FS",100,1
"114","pam_kluster",12,12,172.232,12,0,0,1440000,500,0.5,"Qo8FS",100,1
"115","cal_kluster",12,12,242.773000000012,12,0,0,1440000,500,0.5,"Qo8FS",100,1
"116","ap_kluster",12,12,48.2539999999753,12,0,0,1440000,500,0.5,"Qo8FS",100,1
"117","BIC_kluster",12,12,302.196000000018,12,0,0,1440000,1000,0.5,"Qo8FS",100,1
"118","pam_kluster",12,12,818.336999999963,12,0,0,1440000,1000,0.5,"Qo8FS",100,1
"119","cal_kluster",12,12,438.79800000001,12,0,0,1440000,1000,0.5,"Qo8FS",100,1
"120","ap_kluster",12,12,246.786000000004,12,0,0,1440000,1000,0.5,"Qo8FS",100,1
"121","BIC_kluster",12,12,22.2279999999955,12,0,0,1440000,100,0.6,"a6THJ",100,1
"122","pam_kluster",12,12,5.3289999999979,12,0,0,1440000,100,0.6,"a6THJ",100,1
"123","cal_kluster",14,15,90.3660000000127,12,2,3,1440000,100,0.6,"a6THJ",100,1
"124","ap_kluster",11,11,3.01299999999901,12,-1,-1,1440000,100,0.6,"a6THJ",100,1
"125","BIC_kluster",12,12,40.8479999999872,12,0,0,1440000,200,0.6,"a6THJ",100,1
"126","pam_kluster",12,12,22.8810000000085,12,0,0,1440000,200,0.6,"a6THJ",100,1
"127","cal_kluster",13,13,125.955999999984,12,1,1,1440000,200,0.6,"a6THJ",100,1
"128","ap_kluster",12,12,9.2560000000376,12,0,0,1440000,200,0.6,"a6THJ",100,1
"129","BIC_kluster",12,12,61.7280000000028,12,0,0,1440000,300,0.6,"a6THJ",100,1
"130","pam_kluster",12,12,55.7039999999979,12,0,0,1440000,300,0.6,"a6THJ",100,1
"131","cal_kluster",13,12,162.203000000001,12,1,0,1440000,300,0.6,"a6THJ",100,1
"132","ap_kluster",12,12,19.5579999999973,12,0,0,1440000,300,0.6,"a6THJ",100,1
"133","BIC_kluster",12,12,83.2799999999952,12,0,0,1440000,400,0.6,"a6THJ",100,1
"134","pam_kluster",12,12,106.735999999975,12,0,0,1440000,400,0.6,"a6THJ",100,1
"135","cal_kluster",13,13,197.654000000017,12,1,1,1440000,400,0.6,"a6THJ",100,1
"136","ap_kluster",12,12,31.7869999999966,12,0,0,1440000,400,0.6,"a6THJ",100,1
"137","BIC_kluster",12,12,111.471000000027,12,0,0,1440000,500,0.6,"a6THJ",100,1
"138","pam_kluster",12,12,178.657999999989,12,0,0,1440000,500,0.6,"a6THJ",100,1
"139","cal_kluster",13,13,234.175999999989,12,1,1,1440000,500,0.6,"a6THJ",100,1
"140","ap_kluster",12,12,49.7579999999944,12,0,0,1440000,500,0.6,"a6THJ",100,1
"141","BIC_kluster",12,12,274.316000000013,12,0,0,1440000,1000,0.6,"a6THJ",100,1
"142","pam_kluster",12,12,860.396999999983,12,0,0,1440000,1000,0.6,"a6THJ",100,1
"143","cal_kluster",13,12,420.270999999993,12,1,0,1440000,1000,0.6,"a6THJ",100,1
"144","ap_kluster",12,12,256.307000000026,12,0,0,1440000,1000,0.6,"a6THJ",100,1
"145","BIC_kluster",12,12,20.8940000000075,12,0,0,1440000,100,0.7,"eTCfp",100,1
"146","pam_kluster",12,12,5.370999999981,12,0,0,1440000,100,0.7,"eTCfp",100,1
"147","cal_kluster",14,15,89.8060000000078,12,2,3,1440000,100,0.7,"eTCfp",100,1
"148","ap_kluster",11,12,2.93200000001889,12,-1,0,1440000,100,0.7,"eTCfp",100,1
"149","BIC_kluster",12,12,36.6789999999964,12,0,0,1440000,200,0.7,"eTCfp",100,1
"150","pam_kluster",12,12,22.0360000000037,12,0,0,1440000,200,0.7,"eTCfp",100,1
"151","cal_kluster",13,12,122.972999999984,12,1,0,1440000,200,0.7,"eTCfp",100,1
"152","ap_kluster",12,12,9.47700000001714,12,0,0,1440000,200,0.7,"eTCfp",100,1
"153","BIC_kluster",13,12,52.1310000000303,12,1,0,1440000,300,0.7,"eTCfp",100,1
"154","pam_kluster",12,12,54.0489999999991,12,0,0,1440000,300,0.7,"eTCfp",100,1
"155","cal_kluster",13,12,156.95099999999,12,1,0,1440000,300,0.7,"eTCfp",100,1
"156","ap_kluster",12,12,19.4409999999953,12,0,0,1440000,300,0.7,"eTCfp",100,1
"157","BIC_kluster",13,12,71.3239999999969,12,1,0,1440000,400,0.7,"eTCfp",100,1
"158","pam_kluster",12,12,106.486999999986,12,0,0,1440000,400,0.7,"eTCfp",100,1
"159","cal_kluster",12,12,190.317000000014,12,0,0,1440000,400,0.7,"eTCfp",100,1
"160","ap_kluster",12,12,32.3370000000141,12,0,0,1440000,400,0.7,"eTCfp",100,1
"161","BIC_kluster",13,12,89.2820000000029,12,1,0,1440000,500,0.7,"eTCfp",100,1
"162","pam_kluster",12,12,173.269000000011,12,0,0,1440000,500,0.7,"eTCfp",100,1
"163","cal_kluster",12,12,223.057999999994,12,0,0,1440000,500,0.7,"eTCfp",100,1
"164","ap_kluster",12,12,52.0090000000055,12,0,0,1440000,500,0.7,"eTCfp",100,1
"165","BIC_kluster",12,12,188.544999999991,12,0,0,1440000,1000,0.7,"eTCfp",100,1
"166","pam_kluster",12,12,817.813999999995,12,0,0,1440000,1000,0.7,"eTCfp",100,1
"167","cal_kluster",12,12,395.825999999997,12,0,0,1440000,1000,0.7,"eTCfp",100,1
"168","ap_kluster",12,12,257.400000000005,12,0,0,1440000,1000,0.7,"eTCfp",100,1
