"","method","k_mean","k_freq","ptime","k_orig","e_mean","e_freq","n","sample","sepVal","run","sampling_iteration","simulation_iteration"
"34","pam_kluster",6,6,64.6930000000002,6,0,0,360000,300,0.2,"4CQO0",100,1
"35","cal_kluster",7,7,183.370000000006,6,1,1,360000,300,0.2,"4CQO0",100,1
"36","ap_kluster",9,8,17.868999999996,6,3,2,360000,300,0.2,"4CQO0",100,1
"37","BIC_kluster",6,6,260.704000000003,6,0,0,360000,400,0.2,"4CQO0",100,1
"38","pam_kluster",6,6,123.886000000001,6,0,0,360000,400,0.2,"4CQO0",100,1
"39","cal_kluster",7,7,236.910999999999,6,1,1,360000,400,0.2,"4CQO0",100,1
"40","ap_kluster",10,10,31.4400000000014,6,4,4,360000,400,0.2,"4CQO0",100,1
"41","BIC_kluster",6,6,333.804000000005,6,0,0,360000,500,0.2,"4CQO0",100,1
"42","pam_kluster",6,6,212.201,6,0,0,360000,500,0.2,"4CQO0",100,1
"43","cal_kluster",7,7,289.540999999998,6,1,1,360000,500,0.2,"4CQO0",100,1
"44","ap_kluster",11,11,53.5829999999951,6,5,5,360000,500,0.2,"4CQO0",100,1
"45","BIC_kluster",6,6,696.597000000009,6,0,0,360000,1000,0.2,"4CQO0",100,1
"46","pam_kluster",6,6,1078.816,6,0,0,360000,1000,0.2,"4CQO0",100,1
"47","cal_kluster",7,7,577.858999999997,6,1,1,360000,1000,0.2,"4CQO0",100,1
"48","ap_kluster",16,15,277.403000000004,6,10,9,360000,1000,0.2,"4CQO0",100,1
"49","BIC_kluster",6,6,28.6980000000149,6,0,0,360000,100,0.3,"mXAST",100,1
"50","pam_kluster",6,6,5.47999999999593,6,0,0,360000,100,0.3,"mXAST",100,1
"51","cal_kluster",7,6,83.3929999999982,6,1,0,360000,100,0.3,"mXAST",100,1
"52","ap_kluster",6,6,2.08300000000054,6,0,0,360000,100,0.3,"mXAST",100,1
"53","BIC_kluster",6,6,91.5560000000078,6,0,0,360000,200,0.3,"mXAST",100,1
"54","pam_kluster",6,6,25.3879999999936,6,0,0,360000,200,0.3,"mXAST",100,1
"55","cal_kluster",6,6,125.340999999997,6,0,0,360000,200,0.3,"mXAST",100,1
"56","ap_kluster",6,6,7.39500000000589,6,0,0,360000,200,0.3,"mXAST",100,1
"57","BIC_kluster",6,6,170.175000000012,6,0,0,360000,300,0.3,"mXAST",100,1
"58","pam_kluster",6,6,66.1529999999912,6,0,0,360000,300,0.3,"mXAST",100,1
"59","cal_kluster",6,6,169.315000000004,6,0,0,360000,300,0.3,"mXAST",100,1
"60","ap_kluster",7,7,17.663999999997,6,1,1,360000,300,0.3,"mXAST",100,1
"61","BIC_kluster",6,6,250.43400000001,6,0,0,360000,400,0.3,"mXAST",100,1
"62","pam_kluster",6,6,131.788999999999,6,0,0,360000,400,0.3,"mXAST",100,1
"63","cal_kluster",6,6,214.031999999997,6,0,0,360000,400,0.3,"mXAST",100,1
"64","ap_kluster",8,8,29.8239999999914,6,2,2,360000,400,0.3,"mXAST",100,1
"65","BIC_kluster",6,6,315.180999999993,6,0,0,360000,500,0.3,"mXAST",100,1
"66","pam_kluster",6,6,232.214000000005,6,0,0,360000,500,0.3,"mXAST",100,1
"67","cal_kluster",6,6,260.866999999995,6,0,0,360000,500,0.3,"mXAST",100,1
"68","ap_kluster",8,8,49.0059999999994,6,2,2,360000,500,0.3,"mXAST",100,1
"69","BIC_kluster",6,6,585.060999999994,6,0,0,360000,1000,0.3,"mXAST",100,1
"70","pam_kluster",6,6,1202.021,6,0,0,360000,1000,0.3,"mXAST",100,1
"71","cal_kluster",6,6,504.861999999996,6,0,0,360000,1000,0.3,"mXAST",100,1
"72","ap_kluster",14,14,240.640000000005,6,8,8,360000,1000,0.3,"mXAST",100,1
"73","BIC_kluster",6,6,24.0989999999965,6,0,0,360000,100,0.4,"p5wmF",100,1
"74","pam_kluster",6,6,5.16999999999825,6,0,0,360000,100,0.4,"p5wmF",100,1
"75","cal_kluster",7,6,76.1200000000081,6,1,0,360000,100,0.4,"p5wmF",100,1
"76","ap_kluster",6,6,2.22799999999734,6,0,0,360000,100,0.4,"p5wmF",100,1
"77","BIC_kluster",6,6,65.5560000000096,6,0,0,360000,200,0.4,"p5wmF",100,1
"78","pam_kluster",6,6,24.7929999999869,6,0,0,360000,200,0.4,"p5wmF",100,1
"79","cal_kluster",6,6,114.45100000001,6,0,0,360000,200,0.4,"p5wmF",100,1
"80","ap_kluster",6,6,7.06199999999808,6,0,0,360000,200,0.4,"p5wmF",100,1
"81","BIC_kluster",6,6,142.079,6,0,0,360000,300,0.4,"p5wmF",100,1
"82","pam_kluster",6,6,65.8020000000051,6,0,0,360000,300,0.4,"p5wmF",100,1
"83","cal_kluster",6,6,153.843999999994,6,0,0,360000,300,0.4,"p5wmF",100,1
"84","ap_kluster",6,6,16.0660000000044,6,0,0,360000,300,0.4,"p5wmF",100,1
"85","BIC_kluster",6,6,249.531999999985,6,0,0,360000,400,0.4,"p5wmF",100,1
"86","pam_kluster",6,6,129.707999999995,6,0,0,360000,400,0.4,"p5wmF",100,1
"87","cal_kluster",6,6,193.042000000005,6,0,0,360000,400,0.4,"p5wmF",100,1
"88","ap_kluster",6,6,28.2820000000211,6,0,0,360000,400,0.4,"p5wmF",100,1
"89","BIC_kluster",6,6,333.592999999997,6,0,0,360000,500,0.4,"p5wmF",100,1
"90","pam_kluster",6,6,223.057999999986,6,0,0,360000,500,0.4,"p5wmF",100,1
"91","cal_kluster",6,6,234.430999999997,6,0,0,360000,500,0.4,"p5wmF",100,1
"92","ap_kluster",6,6,47.2510000000148,6,0,0,360000,500,0.4,"p5wmF",100,1
"93","BIC_kluster",6,6,627.404999999999,6,0,0,360000,1000,0.4,"p5wmF",100,1
"94","pam_kluster",6,6,1143.63300000001,6,0,0,360000,1000,0.4,"p5wmF",100,1
"95","cal_kluster",6,6,444.221999999994,6,0,0,360000,1000,0.4,"p5wmF",100,1
"96","ap_kluster",10,10,250.168999999994,6,4,4,360000,1000,0.4,"p5wmF",100,1
"97","BIC_kluster",6,6,21.7049999999726,6,0,0,360000,100,0.5,"S8XOH",100,1
"98","pam_kluster",5,6,5.2190000000046,6,-1,0,360000,100,0.5,"S8XOH",100,1
"99","cal_kluster",7,6,80.2050000000163,6,1,0,360000,100,0.5,"S8XOH",100,1
"100","ap_kluster",6,6,2.11300000000119,6,0,0,360000,100,0.5,"S8XOH",100,1
"101","BIC_kluster",6,6,55.2360000000117,6,0,0,360000,200,0.5,"S8XOH",100,1
"102","pam_kluster",6,6,25.1219999999958,6,0,0,360000,200,0.5,"S8XOH",100,1
"103","cal_kluster",6,6,117.576999999979,6,0,0,360000,200,0.5,"S8XOH",100,1
"104","ap_kluster",6,6,7.34400000000824,6,0,0,360000,200,0.5,"S8XOH",100,1
"105","BIC_kluster",6,6,110.471000000016,6,0,0,360000,300,0.5,"S8XOH",100,1
"106","pam_kluster",6,6,66.4359999999688,6,0,0,360000,300,0.5,"S8XOH",100,1
"107","cal_kluster",6,6,157.879000000012,6,0,0,360000,300,0.5,"S8XOH",100,1
"108","ap_kluster",6,6,16.1330000000053,6,0,0,360000,300,0.5,"S8XOH",100,1
"109","BIC_kluster",6,6,194.574999999993,6,0,0,360000,400,0.5,"S8XOH",100,1
"110","pam_kluster",6,6,132.474999999991,6,0,0,360000,400,0.5,"S8XOH",100,1
"111","cal_kluster",6,6,198.591000000004,6,0,0,360000,400,0.5,"S8XOH",100,1
"112","ap_kluster",6,6,27.3279999999977,6,0,0,360000,400,0.5,"S8XOH",100,1
"113","BIC_kluster",6,6,295.745000000006,6,0,0,360000,500,0.5,"S8XOH",100,1
"114","pam_kluster",6,6,229.78100000001,6,0,0,360000,500,0.5,"S8XOH",100,1
"115","cal_kluster",6,6,239.326999999987,6,0,0,360000,500,0.5,"S8XOH",100,1
"116","ap_kluster",6,6,45.9419999999882,6,0,0,360000,500,0.5,"S8XOH",100,1
"117","BIC_kluster",6,6,636.235999999994,6,0,0,360000,1000,0.5,"S8XOH",100,1
"118","pam_kluster",6,6,1184.24000000002,6,0,0,360000,1000,0.5,"S8XOH",100,1
"119","cal_kluster",6,6,457.713999999982,6,0,0,360000,1000,0.5,"S8XOH",100,1
"120","ap_kluster",7,7,250.084999999988,6,1,1,360000,1000,0.5,"S8XOH",100,1
"121","BIC_kluster",6,6,18.6340000000091,6,0,0,360000,100,0.6,"ettEb",100,1
"122","pam_kluster",6,6,5.27299999999013,6,0,0,360000,100,0.6,"ettEb",100,1
"123","cal_kluster",7,6,78.5410000000193,6,1,0,360000,100,0.6,"ettEb",100,1
"124","ap_kluster",6,6,2.08999999997832,6,0,0,360000,100,0.6,"ettEb",100,1
"125","BIC_kluster",6,6,47.5630000000165,6,0,0,360000,200,0.6,"ettEb",100,1
"126","pam_kluster",6,6,25.1799999999821,6,0,0,360000,200,0.6,"ettEb",100,1
"127","cal_kluster",6,6,114.886999999988,6,0,0,360000,200,0.6,"ettEb",100,1
"128","ap_kluster",6,6,7.55500000000393,6,0,0,360000,200,0.6,"ettEb",100,1
"129","BIC_kluster",6,6,84.4550000000127,6,0,0,360000,300,0.6,"ettEb",100,1
"130","pam_kluster",6,6,66.4219999999841,6,0,0,360000,300,0.6,"ettEb",100,1
"131","cal_kluster",6,6,154.002000000015,6,0,0,360000,300,0.6,"ettEb",100,1
"132","ap_kluster",6,6,16.3530000000064,6,0,0,360000,300,0.6,"ettEb",100,1
"133","BIC_kluster",6,6,131.998999999989,6,0,0,360000,400,0.6,"ettEb",100,1
"134","pam_kluster",6,6,133.370000000021,6,0,0,360000,400,0.6,"ettEb",100,1
"135","cal_kluster",6,6,193.035999999986,6,0,0,360000,400,0.6,"ettEb",100,1
"136","ap_kluster",6,6,27.362000000001,6,0,0,360000,400,0.6,"ettEb",100,1
"137","BIC_kluster",6,6,203.422000000006,6,0,0,360000,500,0.6,"ettEb",100,1
"138","pam_kluster",6,6,232.108999999997,6,0,0,360000,500,0.6,"ettEb",100,1
"139","cal_kluster",6,6,233.135000000006,6,0,0,360000,500,0.6,"ettEb",100,1
"140","ap_kluster",6,6,46.002999999997,6,0,0,360000,500,0.6,"ettEb",100,1
"141","BIC_kluster",6,6,655.999,6,0,0,360000,1000,0.6,"ettEb",100,1
"142","pam_kluster",6,6,1193.773,6,0,0,360000,1000,0.6,"ettEb",100,1
"143","cal_kluster",6,6,440.998,6,0,0,360000,1000,0.6,"ettEb",100,1
"144","ap_kluster",6,6,224.854999999996,6,0,0,360000,1000,0.6,"ettEb",100,1
"145","BIC_kluster",6,6,17.5229999999938,6,0,0,360000,100,0.7,"qfQGA",100,1
"146","pam_kluster",6,6,5.30999999999767,6,0,0,360000,100,0.7,"qfQGA",100,1
"147","cal_kluster",10,15,78.9200000000164,6,4,9,360000,100,0.7,"qfQGA",100,1
"148","ap_kluster",6,6,2.04100000000108,6,0,0,360000,100,0.7,"qfQGA",100,1
"149","BIC_kluster",6,6,41.4789999999957,6,0,0,360000,200,0.7,"qfQGA",100,1
"150","pam_kluster",6,6,25.049999999992,6,0,0,360000,200,0.7,"qfQGA",100,1
"151","cal_kluster",7,8,115.559999999998,6,1,2,360000,200,0.7,"qfQGA",100,1
"152","ap_kluster",6,6,7.97700000002806,6,0,0,360000,200,0.7,"qfQGA",100,1
"153","BIC_kluster",6,6,73.0050000000265,6,0,0,360000,300,0.7,"qfQGA",100,1
"154","pam_kluster",6,6,64.4519999999793,6,0,0,360000,300,0.7,"qfQGA",100,1
"155","cal_kluster",7,6,155.056000000011,6,1,0,360000,300,0.7,"qfQGA",100,1
"156","ap_kluster",6,6,16.8089999999938,6,0,0,360000,300,0.7,"qfQGA",100,1
"157","BIC_kluster",6,6,114.335000000017,6,0,0,360000,400,0.7,"qfQGA",100,1
"158","pam_kluster",6,6,127.705999999984,6,0,0,360000,400,0.7,"qfQGA",100,1
"159","cal_kluster",7,6,194.731999999982,6,1,0,360000,400,0.7,"qfQGA",100,1
"160","ap_kluster",6,6,27.6410000000069,6,0,0,360000,400,0.7,"qfQGA",100,1
"161","BIC_kluster",6,6,162.635000000017,6,0,0,360000,500,0.7,"qfQGA",100,1
"162","pam_kluster",6,6,217.512999999988,6,0,0,360000,500,0.7,"qfQGA",100,1
"163","cal_kluster",7,7,234.308999999987,6,1,1,360000,500,0.7,"qfQGA",100,1
"164","ap_kluster",6,6,45.1270000000186,6,0,0,360000,500,0.7,"qfQGA",100,1
"165","BIC_kluster",6,6,574.518000000029,6,0,0,360000,1000,0.7,"qfQGA",100,1
"166","pam_kluster",6,6,1113.05,6,0,0,360000,1000,0.7,"qfQGA",100,1
"167","cal_kluster",7,7,444.350000000028,6,1,1,360000,1000,0.7,"qfQGA",100,1
"168","ap_kluster",6,6,234.821999999975,6,0,0,360000,1000,0.7,"qfQGA",100,1
