"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"29","BIC_kluster_mean",12,32.6908000000002,12,0,2400,0.3,"9otBgCn",100,100,25
"30","cal_kluster_mean",14,89.1192799999998,12,2,2400,0.3,"9otBgCn",100,100,25
"31","pam_kluster_mean",12,5.87076000000001,12,0,2400,0.3,"9otBgCn",100,100,25
"32","ap_kluster_mean",10,2.48335999999981,12,-2,2400,0.3,"9otBgCn",100,100,25
"33","BIC_kluster_frq",12,32.6908000000002,12,0,2400,0.3,"9otBgCn",100,100,25
"34","cal_kluster_frq",15,89.1192799999998,12,3,2400,0.3,"9otBgCn",100,100,25
"35","pam_kluster_frq",12,5.87076000000001,12,0,2400,0.3,"9otBgCn",100,100,25
"36","ap_kluster_frq",10,2.48335999999981,12,-2,2400,0.3,"9otBgCn",100,100,25
"37","BIC.best",13,15.3000000000029,12,1,2400,0.4,"fCLAU9P",100,100,25
"38","pamk.best",10,30.2910000000047,12,-2,2400,0.4,"fCLAU9P",100,100,25
"39","calinski.best",12,5.79899999999907,12,0,2400,0.4,"fCLAU9P",100,100,25
"40","apclus.best",12,16.9850000000006,12,0,2400,0.4,"fCLAU9P",100,100,25
"41","BIC_kluster_mean",12,28.0230399999997,12,0,2400,0.4,"fCLAU9P",100,100,25
"42","cal_kluster_mean",14,80.4388399999996,12,2,2400,0.4,"fCLAU9P",100,100,25
"43","pam_kluster_mean",12,5.94068000000058,12,0,2400,0.4,"fCLAU9P",100,100,25
"44","ap_kluster_mean",10,2.47168000000005,12,-2,2400,0.4,"fCLAU9P",100,100,25
"45","BIC_kluster_frq",12,28.0230399999997,12,0,2400,0.4,"fCLAU9P",100,100,25
"46","cal_kluster_frq",15,80.4388399999996,12,3,2400,0.4,"fCLAU9P",100,100,25
"47","pam_kluster_frq",12,5.94068000000058,12,0,2400,0.4,"fCLAU9P",100,100,25
"48","ap_kluster_frq",10,2.47168000000005,12,-2,2400,0.4,"fCLAU9P",100,100,25
"49","BIC.best",13,14.176999999996,12,1,2400,0.5,"UAzXOlm",100,100,25
"50","pamk.best",10,21.9029999999984,12,-2,2400,0.5,"UAzXOlm",100,100,25
"51","calinski.best",12,5.33699999999953,12,0,2400,0.5,"UAzXOlm",100,100,25
"52","apclus.best",12,17.8810000000012,12,0,2400,0.5,"UAzXOlm",100,100,25
"53","BIC_kluster_mean",12,24.9156400000001,12,0,2400,0.5,"UAzXOlm",100,100,25
"54","cal_kluster_mean",14,81.8663199999998,12,2,2400,0.5,"UAzXOlm",100,100,25
"55","pam_kluster_mean",12,5.96288000000059,12,0,2400,0.5,"UAzXOlm",100,100,25
"56","ap_kluster_mean",11,2.53851999999955,12,-1,2400,0.5,"UAzXOlm",100,100,25
"57","BIC_kluster_frq",12,24.9156400000001,12,0,2400,0.5,"UAzXOlm",100,100,25
"58","cal_kluster_frq",15,81.8663199999998,12,3,2400,0.5,"UAzXOlm",100,100,25
"59","pam_kluster_frq",12,5.96288000000059,12,0,2400,0.5,"UAzXOlm",100,100,25
"60","ap_kluster_frq",11,2.53851999999955,12,-1,2400,0.5,"UAzXOlm",100,100,25
"61","BIC.best",12,12.0580000000045,12,0,2400,0.6,"WVU9wjP",100,100,25
"62","pamk.best",10,29.3059999999969,12,-2,2400,0.6,"WVU9wjP",100,100,25
"63","calinski.best",12,5.50800000000163,12,0,2400,0.6,"WVU9wjP",100,100,25
"64","apclus.best",12,19.0780000000013,12,0,2400,0.6,"WVU9wjP",100,100,25
"65","BIC_kluster_mean",12,23.0544800000003,12,0,2400,0.6,"WVU9wjP",100,100,25
"66","cal_kluster_mean",13,87.4817599999998,12,1,2400,0.6,"WVU9wjP",100,100,25
"67","pam_kluster_mean",12,5.85791999999929,12,0,2400,0.6,"WVU9wjP",100,100,25
"68","ap_kluster_mean",11,2.58059999999998,12,-1,2400,0.6,"WVU9wjP",100,100,25
"69","BIC_kluster_frq",12,23.0544800000003,12,0,2400,0.6,"WVU9wjP",100,100,25
"70","cal_kluster_frq",12,87.4817599999998,12,0,2400,0.6,"WVU9wjP",100,100,25
"71","pam_kluster_frq",12,5.85791999999929,12,0,2400,0.6,"WVU9wjP",100,100,25
"72","ap_kluster_frq",11,2.58059999999998,12,-1,2400,0.6,"WVU9wjP",100,100,25
"73","BIC.best",12,8.52300000000105,12,0,2400,0.7,"4uFoKw2",100,100,25
"74","pamk.best",10,24.752999999997,12,-2,2400,0.7,"4uFoKw2",100,100,25
"75","calinski.best",12,5.03600000000006,12,0,2400,0.7,"4uFoKw2",100,100,25
"76","apclus.best",12,17.3240000000005,12,0,2400,0.7,"4uFoKw2",100,100,25
"77","BIC_kluster_mean",12,23.2993199999994,12,0,2400,0.7,"4uFoKw2",100,100,25
"78","cal_kluster_mean",14,79.1512399999998,12,2,2400,0.7,"4uFoKw2",100,100,25
"79","pam_kluster_mean",12,5.96440000000002,12,0,2400,0.7,"4uFoKw2",100,100,25
"80","ap_kluster_mean",11,2.60584000000032,12,-1,2400,0.7,"4uFoKw2",100,100,25
"81","BIC_kluster_frq",12,23.2993199999994,12,0,2400,0.7,"4uFoKw2",100,100,25
"82","cal_kluster_frq",15,79.1512399999998,12,3,2400,0.7,"4uFoKw2",100,100,25
"83","pam_kluster_frq",12,5.96440000000002,12,0,2400,0.7,"4uFoKw2",100,100,25
"84","ap_kluster_frq",11,2.60584000000032,12,-1,2400,0.7,"4uFoKw2",100,100,25
