"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"1","BIC.best",15,23.0370000000003,14,1,2800,0.1,"NIMD95L",100,100,25
"2","pamk.best",2,59.9739999999983,14,-12,2800,0.1,"NIMD95L",100,100,25
"3","calinski.best",15,13.6920000000027,14,1,2800,0.1,"NIMD95L",100,100,25
"4","apclus.best",28,32.989999999998,14,14,2800,0.1,"NIMD95L",100,100,25
"5","BIC_kluster_mean",4,56.0603600000001,14,-10,2800,0.1,"NIMD95L",100,100,25
"6","cal_kluster_mean",15,99.05068,14,1,2800,0.1,"NIMD95L",100,100,25
"7","pam_kluster_mean",8,5.70535999999993,14,-6,2800,0.1,"NIMD95L",100,100,25
"8","ap_kluster_mean",8,2.29263999999996,14,-6,2800,0.1,"NIMD95L",100,100,25
"9","BIC_kluster_frq",3,56.0603600000001,14,-11,2800,0.1,"NIMD95L",100,100,25
"10","cal_kluster_frq",15,99.05068,14,1,2800,0.1,"NIMD95L",100,100,25
"11","pam_kluster_frq",2,5.70535999999993,14,-12,2800,0.1,"NIMD95L",100,100,25
"12","ap_kluster_frq",8,2.29263999999996,14,-6,2800,0.1,"NIMD95L",100,100,25
"13","BIC.best",14,18.6840000000011,14,0,2800,0.2,"bWLaQIU",100,100,25
"14","pamk.best",2,37.0879999999997,14,-12,2800,0.2,"bWLaQIU",100,100,25
"15","calinski.best",14,9.58199999999852,14,0,2800,0.2,"bWLaQIU",100,100,25
"16","apclus.best",20,30.8220000000001,14,6,2800,0.2,"bWLaQIU",100,100,25
"17","BIC_kluster_mean",7,45.14212,14,-7,2800,0.2,"bWLaQIU",100,100,25
"18","cal_kluster_mean",15,92.8845600000001,14,1,2800,0.2,"bWLaQIU",100,100,25
"19","pam_kluster_mean",14,5.66468000000008,14,0,2800,0.2,"bWLaQIU",100,100,25
"20","ap_kluster_mean",8,2.38084000000003,14,-6,2800,0.2,"bWLaQIU",100,100,25
"21","BIC_kluster_frq",14,45.14212,14,0,2800,0.2,"bWLaQIU",100,100,25
"22","cal_kluster_frq",15,92.8845600000001,14,1,2800,0.2,"bWLaQIU",100,100,25
"23","pam_kluster_frq",14,5.66468000000008,14,0,2800,0.2,"bWLaQIU",100,100,25
"24","ap_kluster_frq",8,2.38084000000003,14,-6,2800,0.2,"bWLaQIU",100,100,25
"25","BIC.best",14,20.1549999999988,14,0,2800,0.3,"NtVyDAN",100,100,25
"26","pamk.best",2,34.8460000000014,14,-12,2800,0.3,"NtVyDAN",100,100,25
"27","calinski.best",14,6.93100000000049,14,0,2800,0.3,"NtVyDAN",100,100,25
"28","apclus.best",17,37.3499999999985,14,3,2800,0.3,"NtVyDAN",100,100,25
"29","BIC_kluster_mean",14,35.5594399999999,14,0,2800,0.3,"NtVyDAN",100,100,25
"30","cal_kluster_mean",15,86.6011200000001,14,1,2800,0.3,"NtVyDAN",100,100,25
"31","pam_kluster_mean",14,5.43732000000018,14,0,2800,0.3,"NtVyDAN",100,100,25
"32","ap_kluster_mean",8,2.29815999999962,14,-6,2800,0.3,"NtVyDAN",100,100,25
"33","BIC_kluster_frq",14,35.5594399999999,14,0,2800,0.3,"NtVyDAN",100,100,25
"34","cal_kluster_frq",15,86.6011200000001,14,1,2800,0.3,"NtVyDAN",100,100,25
"35","pam_kluster_frq",14,5.43732000000018,14,0,2800,0.3,"NtVyDAN",100,100,25
"36","ap_kluster_frq",9,2.29815999999962,14,-5,2800,0.3,"NtVyDAN",100,100,25
"37","BIC.best",15,14.9550000000017,14,1,2800,0.4,"ZUmUpzX",100,100,25
"38","pamk.best",2,30.2739999999976,14,-12,2800,0.4,"ZUmUpzX",100,100,25
"39","calinski.best",15,6.1359999999986,14,1,2800,0.4,"ZUmUpzX",100,100,25
"40","apclus.best",15,22.7160000000003,14,1,2800,0.4,"ZUmUpzX",100,100,25
"41","BIC_kluster_mean",14,32.7901999999996,14,0,2800,0.4,"ZUmUpzX",100,100,25
"42","cal_kluster_mean",15,80.8246400000001,14,1,2800,0.4,"ZUmUpzX",100,100,25
"43","pam_kluster_mean",14,5.32007999999973,14,0,2800,0.4,"ZUmUpzX",100,100,25
"44","ap_kluster_mean",9,2.40311999999947,14,-5,2800,0.4,"ZUmUpzX",100,100,25
"45","BIC_kluster_frq",14,32.7901999999996,14,0,2800,0.4,"ZUmUpzX",100,100,25
"46","cal_kluster_frq",15,80.8246400000001,14,1,2800,0.4,"ZUmUpzX",100,100,25
"47","pam_kluster_frq",14,5.32007999999973,14,0,2800,0.4,"ZUmUpzX",100,100,25
"48","ap_kluster_frq",10,2.40311999999947,14,-4,2800,0.4,"ZUmUpzX",100,100,25
"49","BIC.best",14,11.0239999999976,14,0,2800,0.5,"okcCHmk",100,100,25
"50","pamk.best",10,32.8889999999956,14,-4,2800,0.5,"okcCHmk",100,100,25
"51","calinski.best",14,6.48300000000017,14,0,2800,0.5,"okcCHmk",100,100,25
"52","apclus.best",14,22.4460000000036,14,0,2800,0.5,"okcCHmk",100,100,25
"53","BIC_kluster_mean",14,27.9709599999999,14,0,2800,0.5,"okcCHmk",100,100,25
"54","cal_kluster_mean",15,88.1909599999993,14,1,2800,0.5,"okcCHmk",100,100,25
