"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"1","BIC.best",15,40.8760000000038,15,0,3000,0.1,"Hkl6ht1",100,100,25
"2","pamk.best",2,61.9779999999955,15,-13,3000,0.1,"Hkl6ht1",100,100,25
"3","calinski.best",15,12.0030000000042,15,0,3000,0.1,"Hkl6ht1",100,100,25
"4","apclus.best",26,27.9709999999977,15,11,3000,0.1,"Hkl6ht1",100,100,25
"5","BIC_kluster_mean",3,59.3283599999998,15,-12,3000,0.1,"Hkl6ht1",100,100,25
"6","cal_kluster_mean",15,88.0777999999997,15,0,3000,0.1,"Hkl6ht1",100,100,25
"7","pam_kluster_mean",7,5.87452000000019,15,-8,3000,0.1,"Hkl6ht1",100,100,25
"8","ap_kluster_mean",7,2.30720000000001,15,-8,3000,0.1,"Hkl6ht1",100,100,25
"9","BIC_kluster_frq",2,59.3283599999998,15,-13,3000,0.1,"Hkl6ht1",100,100,25
"10","cal_kluster_frq",15,88.0777999999997,15,0,3000,0.1,"Hkl6ht1",100,100,25
"11","pam_kluster_frq",2,5.87452000000019,15,-13,3000,0.1,"Hkl6ht1",100,100,25
"12","ap_kluster_frq",7,2.30720000000001,15,-8,3000,0.1,"Hkl6ht1",100,100,25
"13","BIC.best",15,26.5550000000003,15,0,3000,0.2,"qIQxpAX",100,100,25
"14","pamk.best",2,40.3680000000022,15,-13,3000,0.2,"qIQxpAX",100,100,25
"15","calinski.best",15,9.27199999999721,15,0,3000,0.2,"qIQxpAX",100,100,25
"16","apclus.best",19,24.8100000000049,15,4,3000,0.2,"qIQxpAX",100,100,25
"17","BIC_kluster_mean",9,46.0115999999997,15,-6,3000,0.2,"qIQxpAX",100,100,25
"18","cal_kluster_mean",15,85.8718399999998,15,0,3000,0.2,"qIQxpAX",100,100,25
"19","pam_kluster_mean",15,5.67475999999995,15,0,3000,0.2,"qIQxpAX",100,100,25
"20","ap_kluster_mean",7,2.33339999999997,15,-8,3000,0.2,"qIQxpAX",100,100,25
"21","BIC_kluster_frq",15,46.0115999999997,15,0,3000,0.2,"qIQxpAX",100,100,25
"22","cal_kluster_frq",15,85.8718399999998,15,0,3000,0.2,"qIQxpAX",100,100,25
"23","pam_kluster_frq",15,5.67475999999995,15,0,3000,0.2,"qIQxpAX",100,100,25
"24","ap_kluster_frq",7,2.33339999999997,15,-8,3000,0.2,"qIQxpAX",100,100,25
"25","BIC.best",15,26.648000000001,15,0,3000,0.3,"bAYijK7",100,100,25
"26","pamk.best",2,43.2139999999999,15,-13,3000,0.3,"bAYijK7",100,100,25
"27","calinski.best",15,7.91100000000006,15,0,3000,0.3,"bAYijK7",100,100,25
"28","apclus.best",15,27.2790000000023,15,0,3000,0.3,"bAYijK7",100,100,25
