"","method","k_num","ptime","k_orig","e","n","sepVal","run","sample","sampling_iteration","simulation_iteration"
"1","BIC.best",9,14.5040000000008,9,0,1800,0.1,"VARSHaV",100,100,25
"2","pamk.best",9,17.4279999999999,9,0,1800,0.1,"VARSHaV",100,100,25
"3","calinski.best",9,6.9320000000007,9,0,1800,0.1,"VARSHaV",100,100,25
"4","apclus.best",24,13.489999999998,9,15,1800,0.1,"VARSHaV",100,100,25
"5","BIC_kluster_mean",7,51.9885999999996,9,-2,1800,0.1,"VARSHaV",100,100,25
"6","cal_kluster_mean",12,99.3508799999999,9,3,1800,0.1,"VARSHaV",100,100,25
"7","pam_kluster_mean",8,6.2858799999996,9,-1,1800,0.1,"VARSHaV",100,100,25
"8","ap_kluster_mean",9,2.6054800000001,9,0,1800,0.1,"VARSHaV",100,100,25
"9","BIC_kluster_frq",9,51.9885999999996,9,0,1800,0.1,"VARSHaV",100,100,25
"10","cal_kluster_frq",15,99.3508799999999,9,6,1800,0.1,"VARSHaV",100,100,25
"11","pam_kluster_frq",9,6.2858799999996,9,0,1800,0.1,"VARSHaV",100,100,25
"12","ap_kluster_frq",9,2.6054800000001,9,0,1800,0.1,"VARSHaV",100,100,25
"13","BIC.best",9,11.4849999999933,9,0,1800,0.2,"IBwdnMU",100,100,25
"14","pamk.best",9,22.8570000000036,9,0,1800,0.2,"IBwdnMU",100,100,25
"15","calinski.best",9,6.23100000000704,9,0,1800,0.2,"IBwdnMU",100,100,25
"16","apclus.best",21,15.913999999997,9,12,1800,0.2,"IBwdnMU",100,100,25
"17","BIC_kluster_mean",9,38.6511600000001,9,0,1800,0.2,"IBwdnMU",100,100,25
"18","cal_kluster_mean",11,99.49076,9,2,1800,0.2,"IBwdnMU",100,100,25
"19","pam_kluster_mean",9,6.28780000000086,9,0,1800,0.2,"IBwdnMU",100,100,25
"20","ap_kluster_mean",9,2.4904800000001,9,0,1800,0.2,"IBwdnMU",100,100,25
"21","BIC_kluster_frq",9,38.6511600000001,9,0,1800,0.2,"IBwdnMU",100,100,25
"22","cal_kluster_frq",9,99.49076,9,0,1800,0.2,"IBwdnMU",100,100,25
"23","pam_kluster_frq",9,6.28780000000086,9,0,1800,0.2,"IBwdnMU",100,100,25
"24","ap_kluster_frq",9,2.4904800000001,9,0,1800,0.2,"IBwdnMU",100,100,25
"25","BIC.best",10,11.2719999999972,9,1,1800,0.3,"RSHrAxA",100,100,25
"26","pamk.best",9,15.0970000000016,9,0,1800,0.3,"RSHrAxA",100,100,25
"27","calinski.best",9,5.1339999999982,9,0,1800,0.3,"RSHrAxA",100,100,25
"28","apclus.best",15,10.5360000000001,9,6,1800,0.3,"RSHrAxA",100,100,25
"29","BIC_kluster_mean",9,31.0054399999999,9,0,1800,0.3,"RSHrAxA",100,100,25
"30","cal_kluster_mean",11,92.5365600000005,9,2,1800,0.3,"RSHrAxA",100,100,25
"31","pam_kluster_mean",9,5.91732000000076,9,0,1800,0.3,"RSHrAxA",100,100,25
"32","ap_kluster_mean",9,2.4974800000008,9,0,1800,0.3,"RSHrAxA",100,100,25
"33","BIC_kluster_frq",9,31.0054399999999,9,0,1800,0.3,"RSHrAxA",100,100,25
"34","cal_kluster_frq",9,92.5365600000005,9,0,1800,0.3,"RSHrAxA",100,100,25
"35","pam_kluster_frq",9,5.91732000000076,9,0,1800,0.3,"RSHrAxA",100,100,25
"36","ap_kluster_frq",9,2.4974800000008,9,0,1800,0.3,"RSHrAxA",100,100,25
"37","BIC.best",9,10.291999999994,9,0,1800,0.4,"kRdVKVL",100,100,25
"38","pamk.best",9,20.0619999999981,9,0,1800,0.4,"kRdVKVL",100,100,25
"39","calinski.best",9,4.6620000000039,9,0,1800,0.4,"kRdVKVL",100,100,25
